age_range,outcome,involved_person,self_defined_ethnicity,gender,legislation,outcome_linked_to_object_of_search,datetime,removal_of_more_than_outer_clothing,operation,officer_defined_ethnicity,type,operation_name,object_of_search,latitude,longitude,street_id,street_name,outcome_id,outcome_name
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-02T10:39:00+00:00,False,,White,Person search,,Controlled drugs,51.516391,-0.130498,2345284,Tottenham Court Road (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-03T10:07:00+00:00,False,,White,Person search,,Anything to threaten or harm anyone,51.507344,-0.122241,2343547,Embankment (Lu Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-04T16:52:00+00:00,False,,White,Person search,,Controlled drugs,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-06T14:43:00+00:00,False,,Black,Person search,,Anything to threaten or harm anyone,51.516391,-0.130498,2345284,Tottenham Court Road (Lu Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-09T16:35:00+00:00,False,,Black,Person search,,Anything to threaten or harm anyone,51.507344,-0.122241,2343547,Embankment (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-10T12:30:00+00:00,False,,Black,Person search,,Stolen goods,51.508360,-0.124803,2343173,Charing Cross (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-10T12:34:00+00:00,False,,Black,Person search,,Article for use in theft,51.508360,-0.124803,2343173,Charing Cross (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-10-10T15:15:00+00:00,False,,Black,Person search,,Controlled drugs,51.508482,-0.103737,2347773,Blackfriars (Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-09T19:05:00+00:00,False,,Black,Person search,,Anything to threaten or harm anyone,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-11T17:00:00+00:00,False,,Black,Person search,,Offensive weapons,51.520294,-0.104753,2343600,Farringdon (Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-12T19:51:00+00:00,False,,White,Person search,,Stolen goods,51.517640,-0.119723,2343955,Holborn (Lu Station),bu-no-further-action,A no further action disposal
10-17,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-09T19:00:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-arrest,Arrest
over 34,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-14T15:45:00+00:00,False,,White,Person search,,Stolen goods,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-15T15:32:00+00:00,False,,Black,Person search,,Offensive weapons,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-15T15:32:00+00:00,False,,Black,Person search,,Anything to threaten or harm anyone,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-15T17:37:00+00:00,False,,White,Person search,,Evidence of offences under the Act,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
10-17,Arrest,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-10-15T15:22:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-arrest,Arrest
10-17,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-17T16:20:00+00:00,False,,White,Person search,,Offensive weapons,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-17T17:01:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,White - Any other White background,Female,Misuse of Drugs Act 1971 (section 23),False,2024-10-17T17:06:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-10-17T17:20:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-10-17T17:21:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - Any other White background,Female,Misuse of Drugs Act 1971 (section 23),False,2024-10-17T17:30:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
over 34,Community resolution,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-17T17:25:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-community-resolution,Community resolution
25-34,Community resolution,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-17T17:15:00+00:00,False,,Black,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-community-resolution,Community resolution
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-17T16:06:00+00:00,False,,White,Person search,,Offensive weapons,51.517640,-0.119723,2343955,Holborn (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-17T16:35:00+00:00,False,,White,Person search,,Offensive weapons,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
over 34,Community resolution,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-17T16:50:00+00:00,False,,White,Person search,,Controlled drugs,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-community-resolution,Community resolution
over 34,A no further action disposal,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-17T16:53:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Asian/Asian British - Indian,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-17T16:50:00+00:00,False,,Asian,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-17T17:05:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-17T16:50:00+00:00,False,,Black,Person search,,Offensive weapons,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-10-17T16:15:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-10-19T19:42:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,White - Irish,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-20T10:50:00+00:00,False,,White,Person search,,Stolen goods,51.501359,-0.124657,2345476,Westminster (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-20T11:00:00+00:00,False,,Black,Person search,,Anything to threaten or harm anyone,51.501359,-0.124657,2345476,Westminster (Lu Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-10-15T15:08:00+00:00,False,,Asian,Person search,,Controlled drugs,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-10-16T15:21:00+00:00,False,,Asian,Person search,,Controlled drugs,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
over 34,Arrest,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-25T15:25:00+00:00,False,,White,Person search,,Controlled drugs,51.517640,-0.119723,2343955,Holborn (Lu Station),bu-arrest,Arrest
over 34,Arrest,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),False,2024-10-25T15:20:00+00:00,False,,White,Person search,,Evidence of offences under the Act,51.517640,-0.119723,2343955,Holborn (Lu Station),bu-arrest,Arrest
,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-25T23:50:00+00:00,False,,White,Person search,,Controlled drugs,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-10-26T11:20:00+00:00,False,,Other,Person search,,Controlled drugs,51.509609,-0.135151,2348094,Piccadilly Circus (Lu Station),bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-25T12:20:00+00:00,False,,Black,Person search,,Offensive weapons,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-28T17:36:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - Caribbean,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-30T17:15:00+00:00,False,,Black,Person search,,Controlled drugs,51.508360,-0.124803,2343173,Charing Cross (Lu Station),bu-no-further-action,A no further action disposal
18-24,Arrest,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-10-27T03:56:00+00:00,False,,Black,Person search,,Offensive weapons,51.507344,-0.122241,2343547,Embankment (Lu Station),bu-arrest,Arrest
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),False,2024-10-31T21:47:00+00:00,False,,White,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Asian/Asian British - Any other Asian background,Male,Misuse of Drugs Act 1971 (section 23),False,2024-10-31T21:55:00+00:00,False,,Asian,Person search,,Controlled drugs,51.503059,-0.113754,2346467,Waterloo (Lu Station),bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Other ethnic group - Any other ethnic group,Male,Misuse of Drugs Act 1971 (section 23),False,2024-10-31T21:36:00+00:00,False,,Other,Person search,,Controlled drugs,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Mixed/Multiple ethnic groups - White and Black African,,Misuse of Drugs Act 1971 (section 23),True,2024-10-24T20:54:00+00:00,False,,Black,Person search,,Controlled drugs,51.503058,-0.113754,2348233,Waterloo  (London) (Station),bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - Gypsy or Irish Traveller,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-10-23T03:10:00+00:00,False,False,White,Person search,,Article for use in theft,51.508699,-0.138306,1676887,On or near Albany Courtyard,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Female,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-02T19:58:53+00:00,False,,White,Person search,,Stolen goods,51.514626,-0.097291,1490808,On or near Supermarket,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Female,Misuse of Drugs Act 1971 (section 23),False,2024-10-02T20:11:31+00:00,False,,White,Person search,,Controlled drugs,51.514626,-0.097291,1490808,On or near Supermarket,bu-no-further-action,A no further action disposal
25-34,Arrest,True,Asian/Asian British - Bangladeshi,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-04T12:33:53+00:00,False,,Asian,Person and Vehicle search,,Controlled drugs,51.511656,-0.102272,1490777,On or near Puddle Dock,bu-arrest,Arrest
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-04T15:13:37+00:00,False,,Black,Person search,,Stolen goods,51.515062,-0.097144,1490824,On or near St Paul'S,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-10-04T17:04:07+00:00,False,,White,Person search,,Stolen goods,51.514626,-0.097291,1490808,On or near Supermarket,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-10-04T21:07:46+00:00,False,,Asian,Person and Vehicle search,,Controlled drugs,51.511884,-0.108027,1490749,On or near Temple Avenue,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-07T03:22:04+00:00,False,,White,Person search,,Stolen goods,51.513286,-0.100201,1490797,On or near Dean'S Court,bu-no-further-action,A no further action disposal
18-24,A no further action disposal,True,Asian/Asian British - Bangladeshi,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-07T14:42:00+00:00,False,,Black,Person and Vehicle search,,Controlled drugs,51.517332,-0.098519,1490799,On or near Little Britain,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Asian/Asian British - Bangladeshi,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-07T14:55:06+00:00,False,,Asian,Person search,,Controlled drugs,51.517332,-0.098519,1490799,On or near Little Britain,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),False,2024-10-08T13:48:22+00:00,False,,Other,Person search,,Evidence of offences under the Act,51.511794,-0.101906,1490785,On or near Theatre/Concert Hall,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-11T01:27:57+00:00,False,,White,Person search,,Stolen goods,51.515534,-0.107443,1490758,On or near Printer Street,bu-no-further-action,A no further action disposal
over 34,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-11T16:55:36+00:00,False,,White,Person search,,Controlled drugs,51.515721,-0.109540,1490742,On or near Rolls Buildings,bu-arrest,Arrest
over 34,Arrest,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-12T03:19:25+00:00,True,,White,Person and Vehicle search,,Evidence of offences under the Act,51.505735,-0.098671,1682927,On or near Shopping Area,bu-arrest,Arrest
over 34,Arrest,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-10-13T23:18:24+00:00,False,,White,Person search,,Stolen goods,51.514626,-0.097291,1490808,On or near Supermarket,bu-arrest,Arrest
,Khat or Cannabis warning,True,Other ethnic group - Not stated,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-17T19:30:34+00:00,False,,Other,Person search,,Controlled drugs,51.512033,-0.104980,1490764,On or near Kingscote Street,bu-khat-or-cannabis-warning,Khat or Cannabis warning
18-24,A no further action disposal,True,Asian/Asian British - Bangladeshi,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-10-18T05:00:46+00:00,False,,Asian,Person search,,Stolen goods,51.518281,-0.111596,1680923,On or near Chancery Lane,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-18T22:01:07+00:00,False,,White,Person search,,Article for use in theft,51.514770,-0.101292,1490779,On or near Amen Court,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-18T22:34:02+00:00,False,,White,Person search,,Article for use in theft,51.515387,-0.097245,1490809,On or near St Martin'S Le Grand,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - Any other White background,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-19T17:46:14+00:00,False,,White,Person search,,Stolen goods,51.514770,-0.101292,1490779,On or near Amen Court,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-10-22T02:51:59+00:00,False,,White,Person search,,Article for use in theft,51.515297,-0.108909,1490745,On or near West Harding Street,bu-no-further-action,A no further action disposal
,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-22T13:27:38+00:00,False,,Asian,Person search,,Offensive weapons,51.517051,-0.102812,1490768,On or near Police Station,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-22T20:12:11+00:00,False,,Asian,Person search,,Stolen goods,51.514626,-0.097291,1490808,On or near Supermarket,bu-no-further-action,A no further action disposal
18-24,Arrest,True,White - Any other White background,Male,Misuse of Drugs Act 1971 (section 23),True,2024-10-25T00:15:04+00:00,False,,White,Person search,,Controlled drugs,51.510836,-0.097176,1490804,On or near Trig Lane,bu-arrest,Arrest
18-24,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-25T03:50:26+00:00,False,,Other,Person search,,Article for use in theft,51.511037,-0.096274,1490827,On or near Gardners Lane,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-26T22:44:04+00:00,False,,White,Person search,,Stolen goods,51.513426,-0.102732,1490774,On or near Ludgate Broadway,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),True,2024-10-29T09:06:30+00:00,False,,Asian,Person search,,Article for use in theft,51.521779,-0.113830,1680593,On or near Supermarket,bu-no-further-action,A no further action disposal
25-34,A no further action disposal,True,Other ethnic group - Not stated,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-29T17:59:06+00:00,False,,White,Person search,,Stolen goods,51.505035,-0.112677,1680614,On or near Further/Higher Educational Building,bu-no-further-action,A no further action disposal
over 34,A no further action disposal,True,White - English/Welsh/Scottish/Northern Irish/British,Male,Police and Criminal Evidence Act 1984 (section 1),False,2024-10-29T18:22:36+00:00,False,,White,Person search,,Article for use in theft,51.506744,-0.112145,1680794,On or near Upper Ground,bu-no-further-action,A no further action disposal
10-17,A no further action disposal,True,Black/African/Caribbean/Black British - African,Male,Misuse of Drugs Act 1971 (section 23),False,2024-10-31T16:22:40+00:00,False,,Black,Person search,,Controlled drugs,51.513515,-0.101589,1490780,On or near Ludgate Square,bu-no-further-action,A no further action disposal
